2037,0.02703687312451183,0.020936860039723993,0.017250079283908794,0.005942309268428581,0.020936860039723993,0.008736617450279264,0.008736617450279264,0.03094439216559373,0.021079996326523836,0.023417326405003106,0.030954379666361703
2038,0.02923254382293906,0.022104733690345307,0.017472965528748417,0.005703563075468536,0.022104733690345307,0.008320489968729392,0.008320489968729392,0.03312191784440614,0.02222459742662478,0.024503393814991576,0.033131786172243716
2039,0.031397356684249034,0.023271104335512372,0.017561251148612022,0.005451774374577872,0.023271104335512372,0.007893470214976477,0.007893470214976477,0.03530595422890849,0.023360161156625144,0.02554300232800615,0.035315204294403074
2040,0.033525998830592374,0.024436017460870502,0.017515392864393957,0.0051895712220464164,0.024436017460870502,0.0074609770991143215,0.0074609770991143215,0.037494541551495605,0.024486718354844946,0.02653626118364327,0.037502740236486865
2041,0.03561525879717242,0.02559959415714173,0.017337069877298154,0.004918743032730405,0.02559959415714173,0.007026714891463521,0.007026714891463521,0.03968645450914249,0.025604241309517047,0.02748376649575573,0.039693051897314785
2042,0.03766341329448865,0.026761969571717784,0.017028763251127524,0.004640486084252323,0.026761969571717784,0.0065931636034578765,0.0065931636034578765,0.04188099596012236,0.02671288566509122,0.028386360513864426,0.041885411083354
2043,0.03966390542786466,0.027923420813400438,0.016613085397548966,0.0043569355454115485,0.027923420813400438,0.00616460808801101,0.00616460808801101,0.04408446481100764,0.027813089373362448,0.029244893093539493,0.044051704746088355
2044,0.04160655653892882,0.02908429199183943,0.01612627592219583,0.004070822871561986,0.02908429199183943,0.005746525815214523,0.005746525815214523,0.04630780990636782,0.028905541753461075,0.030059898330134286,0.046144311122019194
2045,0.043484627600848744,0.03024462133797538,0.015594091788832608,0.003783899125674714,0.03024462133797538,0.0053425191548708735,0.0053425191548708735,0.04855838395032025,0.029990764215689098,0.030831989371089313,0.048129500472758546
2046,0.04529383053140218,0.031404425904168906,0.01503492182707954,0.0034972312154269262,0.031404425904168906,0.004954836997719932,0.004954836997719932,0.050841045614611294,0.03106911516089419,0.031561767435490426,0.04998372822928504
2047,0.04703174719964556,0.032563616731260195,0.01446175576032471,0.00321141958276493,0.032563616731260195,0.004584786915926901,0.004584786915926901,0.053158938648537477,0.03214092237988013,0.032249921920559296,0.05169092760310959
2048,0.048697423978099924,0.033722046901628625,0.013883786235977837,0.0029267391253468555,0.033722046901628625,0.004232998355605918,0.004232998355605918,0.055513883893090574,0.033206585932996205,0.03289723378268755,0.053240503549789556
2049,0.050290813095819495,0.034879669699022786,0.013307340244139584,0.0026432514853527156,0.034879669699022786,0.003899628831619765,0.003899628831619765,0.05790688284513437,0.034266441871839526,0.033504552873390214,0.054625995796155305
2050,0.051812598841223176,0.03603638133561414,0.012736726609990985,0.0023608668480755626,0.03603638133561414,0.0035845078275664223,0.0035845078275664223,0.060338272502411874,0.035320834879306345,0.03407275552356441,0.05584377538464519
2051,0.05326393795610343,0.037192130023480124,0.012174771850361917,0.0020794000371868824,0.037192130023480124,0.003287239060879894,0.003287239060879894,0.06280803877029267,0.03637007994880094,0.034602727359723404,0.05689244359958144
2052,0.05464636471220809,0.0383468376825543,0.011623240805754654,0.0017986003670525524,0.0383468376825543,0.003007276826574779,0.003007276826574779,0.06531577555421518,0.037414537656560956,0.03509544805869855,0.05777213721276861
2053,0.05595524138527552,0.039498993021562886,0.011084910035048159,0.0015201200563325547,0.039498993021562886,0.002743780918008018,0.002743780918008018,0.06786295857079797,0.03845204814205623,0.03555751837648809,0.05846905687967954
2054,0.057181605596406074,0.04064604182480813,0.010563252603190569,0.0012469150590351807,0.04064604182480813,0.0024957333147490462,0.0024957333147490462,0.07045217721991395,0.03947868386079356,0.03599935703519769,0.05896008868363803
2055,0.05831977222509868,0.04178620688755674,0.010060416085123897,0.0009809454081556,0.04178620688755674,0.002262202787821521,0.002262202787821521,0.07308460780965531,0.04049178578458196,0.03642843267665048,0.05923106512004146
2056,0.05936646039353981,0.042918272267342905,0.009577620406737743,0.0007234460038472862,0.042918272267342905,0.0020423358820575548,0.0020423358820575548,0.07576040574655497,0.04148968834542402,0.036849930448052126,0.05927421463071751
2057,0.06032015953334366,0.04404141070678519,0.009115419988685643,0.00047514640873360867,0.04404141070678519,0.0018353460326207306,0.0018353460326207306,0.07847903702436583,0.04247144434964105,0.03726756893163835,0.059086533676892414
2058,0.06118053274560255,0.045155148997158084,0.008673899662863797,0.00023640986077969224,0.045155148997158084,0.0016405055282632877,0.0016405055282632877,0.08123952781503234,0.043436544287175374,0.03768381515983457,0.05866827343689747
2059,0.06194819387030427,0.046259169787282034,0.008252823934498613,7.340840302166168e-06,0.046259169787282034,0.0014571283393908004,0.0014571283393908004,0.08404051346943077,0.044384867791696675,0.038100427975995346,0.05802207109459839
2060,0.06262434444845127,0.047353392148352616,0.007851729438436313,-0.00021212477745456877,0.047353392148352616,0.0012845865454225325,0.0012845865454225325,0.08688044505054425,0.045316560037261894,0.038518474438653666,0.057152288714316726
2061,0.06321065153569522,0.04843783079471167,0.00747000947637631,-0.0004221770257254419,0.04843783079471167,0.0011222862247850605,0.0011222862247850605,0.08975761901953366,0.04623188166599802,0.038938638753925156,0.05606430073717471
2062,0.06370900586339873,0.049512561965605884,0.00710696731535199,-0.0006230872800093972,0.049512561965605884,0.0009696701197448865,0.0009696701197448865,0.09267029852288856,0.04713125086125623,0.03936130678423114,0.05476428275641895
2063,0.06412071564936497,0.05057838908232923,0.006761918636291463,-0.0008151947245189708,0.05057838908232923,0.0008262498500180328,0.0008262498500180328,0.095620012683129,0.04801584040452553,0.03978611461528957,0.053295214970779256
2064,0.06444651045183697,0.05163649297595868,0.006434187428283819,-0.000998880987418252,0.05163649297595868,0.0006915845837729643,0.0006915845837729643,0.09861068923142251,0.04888727626349944,0.04021219343670493,0.0517254601768659
2065,0.0646874982256914,0.052687838375027204,0.006123058468897023,-0.001174532343019858,0.052687838375027204,0.0005652478135897629,0.0005652478135897629,0.10164453118512781,0.04974677525356967,0.04063885436892892,0.050104205510026936
2066,0.06484513498782493,0.053733054987955456,0.005827801163564423,-0.0013425367923544668,0.053733054987955456,0.0004468287225503527,0.0004468287225503527,0.1047225158917128,0.05059522397258821,0.04106554097396521,0.048466698828118784
2067,0.0649210596057599,0.05477268014913969,0.005547676288641442,-0.0015032729094440513,0.05477268014913969,0.0003359309146462094,0.0003359309146462094,0.10784470082076679,0.05143336670361828,0.041491885027717446,0.046837944817347724
2068,0.06491709563185723,0.055807095669087134,0.005281958021489425,-0.0016571053280419815,0.055807095669087134,0.00023218287997064067,0.00023218287997064067,0.11101061142897517,0.05226175545445526,0.04191755744900735,0.045235533665251404
2069,0.06483507940558457,0.05683659294956901,0.005029940254519579,-0.0018043903984148162,0.05683659294956901,0.00013522519621258014,0.00013522519621258014,0.11421928606953262,0.05308086554438349,0.04234229713519708,0.043671530325142205
2070,0.06467697443780657,0.057861415624386625,0.004790944300798929,-0.0019454648969404915,0.057861415624386625,4.471669315502143e-05,4.471669315502143e-05,0.11746950500896787,0.05389105807847476,0.042765882419714685,0.0421540368529007
2071,0.06444474134993271,0.05888175059787515,0.004564318222199097,-0.0020806515984787242,0.05888175059787515,-3.9660603382923876e-05,-3.9660603382923876e-05,0.12075983651626103,0.05469266374565131,0.04318819718780326,0.0406881408671744
2072,0.06414032514555729,0.05989772786641942,0.004349435727887343,-0.002210250109057831,0.05989772786641942,-0.0001182179103186836,-0.0001182179103186836,0.12408879626295825,0.055485952629270155,0.04360909640908986,0.03927683200270976
2073,0.06376761071310438,0.06091033603974609,0.00414572208109102,-0.002334576330138694,0.06091033603974609,-0.00019123956554384716,-0.00019123956554384716,0.12744545303698476,0.056271942427944976,0.04402801533128711,0.037921141121399354
2074,0.06333168685311123,0.06192106244432978,0.003952626372873851,-0.0024539470563138925,0.06192106244432978,-0.00025900450703787367,-0.00025900450703787367,0.13081238515782978,0.05705225895133606,0.04444396146954768,0.03662081199759819
2075,0.06283661716786351,0.06293095071544888,0.0037696202731026564,-0.002568652564679601,0.06293095071544888,-0.0003217815100256885,-0.0003217815100256885,0.1341769251390211,0.0578280709396366,0.0448562209470193,0.03537496929003728
2076,0.062285611318287123,0.06394062543393618,0.0035962027422414347,-0.0026789608701286334,0.06394062543393618,-0.0003798228363970455,-0.0003798228363970455,0.1375299203036158,0.05860030729602379,0.045264325525825086,0.034182383016291756
2077,0.06168127835910249,0.06495053868094329,0.0034318916106824155,-0.002785113952915025,0.06495053868094329,-0.00043337121419352934,-0.00043337121419352934,0.1408648540849083,0.059369588293365444,0.04566788507558567,0.0330415469155302
2078,0.061025851210817494,0.06596093535622748,0.0032762337773898295,-0.0028873404359558326,0.06596093535622748,-0.00048265937027749256,-0.00048265937027749256,0.14417703569571838,0.060136419222123566,0.046066662032692884,0.03195083332261438
2079,0.0603211885519124,0.06697198749162722,0.0031287969204336873,-0.0029858442733418106,0.06697198749162722,-0.000527903797894717,-0.000527903797894717,0.1474632562514896,0.060901215748101006,0.04646046954189112,0.030908411821283645
2080,0.05956899049101759,0.06798373863033873,0.0029891747946330788,-0.0030808253028423126,0.06798373863033873,-0.0005693111881937881,-0.0005693111881937881,0.15072126318439605,0.06166429458452563,0.046849230165399505,0.029912504517477918
2081,0.05877070396947716,0.06899619537063366,0.002856984815836303,-0.0031724621781535033,0.06899619537063366,-0.0006070740354736162,-0.0006070740354736162,0.1539496834056579,0.06242588474674282,0.04723289430340956,0.028961214932236034
2082,0.057927635896629484,0.0700092970417782,0.0027318602752398717,-0.0032609227050815065,0.0700092970417782,-0.0006413776055780879,-0.0006413776055780879,0.1571475871517996,0.06318612727213795,0.047611441635210694,0.028052742313177146
2083,0.05704540489642797,0.0710225835694668,0.002613302753480316,-0.0033463259652052463,0.0710225835694668,-0.0006725027402644385,-0.0006725027402644385,0.16030254349920733,0.06394489408819853,0.047985419052236494,0.027184766016448075
2084,0.05613250260870169,0.07203521847351184,0.0025007390823438905,-0.003428747508441011,0.07203521847351184,-0.0007007880385565962,-0.0007007880385565962,0.16339409916411116,0.06470177376779306,0.04835586239356958,0.026354771221148158
2085,0.05519514730456786,0.07304658612308575,0.002393697811357537,-0.0035082768808735315,0.07304658612308575,-0.000726514329551297,-0.000726514329551297,0.16640820299650663,0.06545639009944937,0.04872351880317552,0.025560482688948626
2086,0.054237825168107434,0.07405616177165908,0.0022917973939245422,-0.0035850154669311244,0.07405616177165908,-0.0007499021553639476,-0.0007499021553639476,0.16933555539830492,0.06620840817956652,0.04908889296363088,0.024799898344528098
2087,0.05326375939779919,0.07506349809727401,0.0021947160410855926,-0.003659066757432848,0.07506349809727401,-0.0007711475495025093,-0.0007711475495025093,0.17217030468478298,0.06695761209938043,0.04945234877991747,0.024071174570607815
2088,0.05227529406409519,0.07606826688848188,0.0021021798608138464,-0.0037305326177545037,0.07606826688848188,-0.0007904043787403496,-0.0007904043787403496,0.17490907531014985,0.06770373644281509,0.049814255765053966,0.023372685593819564
2089,0.05127410912439441,0.07707016187169816,0.0020139495445781613,-0.0037995166213580876,0.07707016187169816,-0.0008078165532675579,-0.0008078165532675579,0.17755030305096361,0.06844661478201709,0.050174777203694926,0.02270292153760541
2090,0.05026137642744588,0.07806896711943305,0.0019298157868108939,-0.003866117145639473,0.07806896711943305,-0.0008235019274275314,-0.0008235019274275314,0.1800937502417591,0.06918610646255646,0.05053410505710272,0.0220604643067986
2091,0.049237956261442936,0.07906451017065885,0.0018495911291322963,-0.003930431054313274,0.07906451017065885,-0.0008375643386432704,-0.0008375643386432704,0.1825401219161936,0.06992207836935833,0.05089234028960285,0.021444242240567384
2092,0.04820443052488829,0.08005660891198377,0.0017731058152350501,-0.0039925513660450185,0.08005660891198377,-0.0008501027936805225,-0.0008501027936805225,0.18489076891437511,0.07065443516345336,0.05124960926698342,0.020853434510646394
2093,0.04716514301116938,0.08104576245231795,0.0016999286660122816,-0.004052562201708405,0.08104576245231795,-0.0008614568856810771,-0.0008614568856810771,0.18714444486814819,0.07138365688621792,0.05160343797389179,0.02028698875622625
2094,0.04612705086475459,0.08203286957253196,0.001629455294409013,-0.004110545026281533,0.08203286957253196,-0.0008721440411267947,-0.0008721440411267947,0.1892981544254465,0.07211065354169967,0.051949542329815676,0.019743752389225877
2095,0.04509496235077985,0.08301856789795313,0.0015612302589404544,-0.004166572868340273,0.08301856789795313,-0.0008825343534442677,-0.0008825343534442677,0.19135097259728692,0.07283607689237113,0.052285013629158036,0.01922256460590739
2096,0.04407211433601871,0.08400326415038846,0.0014949132543084342,-0.004220721595812941,0.08400326415038846,-0.0008928859812480476,-0.0008928859812480476,0.1933033012883206,0.07356036208837917,0.05260790228017716,0.018722402665328656
2097,0.04306071084696793,0.08498723417037121,0.0014302507450919752,-0.004273059772194108,0.08498723417037121,-0.0009033887588034712,-0.0009033887588034712,0.195156555019559,0.07428385205422598,0.052916961650332967,0.018242254883144522
2098,0.04206211050397865,0.08597060434111033,0.0013670439439961019,-0.004323658691800838,0.08597060434111033,-0.0009141092986272945,-0.0009141092986272945,0.19691282369956686,0.07500676788016598,0.053211459768221905,0.0177811831450818
2099,0.041077045675806015,0.08695342348706596,0.0013051458392361794,-0.0043725815015805275,0.08695342348706596,-0.0009250320460334784,-0.0009250320460334784,0.19857462557940675,0.07572919869711055,0.05349109217767545,0.017338278992865185
2100,0.040105864935053345,0.08793570911234093,0.0012444385903478492,-0.004419890434133927,0.08793570911234093,-0.0009361357184427647,-0.0009361357184427647,0.20014478832369273,0.07645128269955766,0.05375574924825949,0.01691270414317309
end_data,,,,,,,,,,,
