2035,-0.0028921189230292662,-0.0043536589360019294,-0.005417099821594216,-0.004765436811488957,-0.004765436812294021,-0.004809158566328612,-0.006566436448522035,-0.002892118921369688,-0.006568634791791207,-0.0020584197548845972,-0.005501761234229645
2036,-0.002862751281283233,-0.004546709339868159,-0.005772105108759263,-0.005109066242695854,-0.00510906624175197,-0.005151235401589804,-0.007162941126467625,-0.002862751240698097,-0.007165134831172582,-0.0020436098079899176,-0.006121105349117179
2037,-0.0028210018485584276,-0.004720680785750923,-0.006102697270416808,-0.005449977387951961,-0.005449977387318615,-0.005483881432382838,-0.007781795098170131,-0.002821001848168067,-0.007784149176407398,-0.002030010409281383,-0.006703395099109275
2038,-0.0027475377182835667,-0.00483727330047161,-0.006424652973482137,-0.005766704516066592,-0.005766704518770039,-0.005804328865645853,-0.008407845855510666,-0.0027475377183924544,-0.00841075017999288,-0.0019815559268201283,-0.007292956564988818
2039,-0.0026763704337987556,-0.004914025742915152,-0.006751319963658591,-0.006105543231831051,-0.006105543231826442,-0.006139121934717897,-0.009062256011144361,-0.002676370430224592,-0.009064581382157749,-0.001949663029133839,-0.007919959392351178
2040,-0.0025905435527760184,-0.004990513284292192,-0.007065449710851536,-0.006440107291639878,-0.006440107289946965,-0.0064719537402872064,-0.009686436301092071,-0.002590543549445779,-0.009689161320817345,-0.001889996688726595,-0.00851338051875039
2041,-0.0025004090867444166,-0.004994819957253938,-0.007369135699611675,-0.006783812114763611,-0.006783812115113753,-0.006801415485477175,-0.010326253071761922,-0.0025004090831803236,-0.010329442406881767,-0.001830750402467694,-0.009098988674015575
2042,-0.0023826289930075563,-0.004948087980137991,-0.00766421932066665,-0.007118064835615995,-0.007118064837384589,-0.007122375033351021,-0.010997399097944895,-0.002382628992930049,-0.011000587954648137,-0.001781252711715563,-0.009777663008470558
2043,-0.002273833088769463,-0.004896152177168497,-0.007925992406255017,-0.007461395915891268,-0.007461395918372584,-0.00743984091710679,-0.011656291304797577,-0.002273833091015264,-0.011636434419775382,-0.0017192253859120367,-0.010421721218116723
2044,-0.0022019939474318575,-0.004809038702965119,-0.008183747583050972,-0.007810938618827163,-0.007810938618755382,-0.007771283439941261,-0.012303413330341805,-0.0022019939499297965,-0.012230465794965336,-0.0016448766692064305,-0.011043879538209093
2045,-0.0020781022103644443,-0.0047303920543083815,-0.008412569910606203,-0.008161298885199123,-0.008161298891285314,-0.00810170734296575,-0.01295718794723638,-0.0020781022136570574,-0.01285698206152472,-0.0015874379593107538,-0.011597547218119874
2046,-0.001964896430658055,-0.004629475132290381,-0.00864123734957465,-0.008505336135130678,-0.00850533613982056,-0.008424519128168306,-0.013635979650325317,-0.0019648964321834564,-0.013445070260340874,-0.0015186354706168482,-0.012161088528694547
2047,-0.0018630108102893998,-0.004506578345125011,-0.008886392900468474,-0.008849516091603055,-0.008849516092184203,-0.008725039120032628,-0.014329894019185656,-0.001863010820726525,-0.013970057965472632,-0.0014613607616684383,-0.01270815978091536
2048,-0.001775765192212786,-0.004375217417359499,-0.009095526397190856,-0.009176726951602836,-0.009176726952234695,-0.009027973142341232,-0.015021010622983316,-0.0017757651967069727,-0.014500641971322623,-0.0013981062970679463,-0.013200668411472032
2049,-0.0016893742744817349,-0.0041926677151440704,-0.009299949157688382,-0.009500530658423358,-0.00950053065728461,-0.00933416056988261,-0.01570693732547697,-0.0016893742721097126,-0.014997843389148028,-0.0013503551019061794,-0.013685900244076295
2050,-0.0016113521591756864,-0.00408379225729753,-0.00947904541917125,-0.009852456059898292,-0.009852456056782102,-0.009624376818094197,-0.016397036935893092,-0.0016113521672697893,-0.015433275773697772,-0.001315533997157888,-0.014171731103956406
2051,-0.001556668767424169,-0.003952923065122534,-0.00967186520065489,-0.010171258108451995,-0.010171258132547246,-0.009937408590010278,-0.017099138790287637,-0.0015566687631402324,-0.01579301742163628,-0.001260017067514941,-0.014673561398612896
2052,-0.0014877675604741218,-0.0038306101832402094,-0.009840457332173681,-0.010487445522753179,-0.010487445513176659,-0.010261712266218638,-0.017810135058505507,-0.001487767555844542,-0.0161766197171686,-0.0012083292490415426,-0.01514482846126343
2053,-0.0014317434437305764,-0.003709939679895448,-0.009996812008898548,-0.010823593040915225,-0.010823593040358293,-0.010565092003841783,-0.018556456406127495,-0.0014317434317321323,-0.016411379418264004,-0.001174132971122805,-0.015578562914440522
2054,-0.0013858450008119834,-0.003557826976711947,-0.0101425274659506,-0.01116439657295334,-0.011164396574016498,-0.010864178639220899,-0.01930213469519086,-0.001385844990513738,-0.016642741849414815,-0.00113321477326103,-0.01600578962104523
2055,-0.0013181804690942031,-0.0033876338897208588,-0.010279834361508226,-0.01149810904730711,-0.011498109046066402,-0.011172507783739178,-0.020063664401522,-0.0013181804694437824,-0.016815062678483313,-0.0010989250957326865,-0.01639796332474877
2056,-0.0012806761800581306,-0.0032362550887228467,-0.010410597079562902,-0.011845508293566936,-0.011845508293294607,-0.01147901256039761,-0.020837626787957145,-0.0012806761750875962,-0.016993697695884696,-0.0010639640321191252,-0.016737472499343674
2057,-0.0012553482740013723,-0.0030780744552430504,-0.01052374588879385,-0.012185081322983054,-0.012185081314636335,-0.011781115267767213,-0.021619026969001694,-0.0012553482744795308,-0.017020645928393665,-0.0010348004996238427,-0.017000283074229298
2058,-0.0012129219190179644,-0.002928598662244462,-0.010663186683342414,-0.012510110997005006,-0.012510110982612807,-0.012060326187386124,-0.022402680141704562,-0.0012129219219446001,-0.0170456603358939,-0.0010108304834854003,-0.017244920558925198
2059,-0.0011899708376312376,-0.002798709844723382,-0.010762870250193523,-0.012837782130192574,-0.012837782125733485,-0.012336656927693646,-0.023224005974054784,-0.0011899708353691803,-0.01702359732049377,-0.0009999775904927005,-0.017528729627335666
2060,-0.0011700136175947077,-0.0027008217764471504,-0.010901474819917559,-0.013152942486698349,-0.013152942490143173,-0.012605397052650999,-0.02404506874453687,-0.0011700136196384791,-0.016917792148667534,-0.0010098227220691127,-0.017802854514221776
2061,-0.0011439931300246183,-0.0025938469733021836,-0.010994426398170373,-0.013481652918239577,-0.0134816529170887,-0.012874811618357324,-0.02487689841525757,-0.0011439931196083094,-0.0167012357708346,-0.001003393999202621,-0.0180054410955892
2062,-0.001121047921950434,-0.0025029879964621952,-0.011081668891544695,-0.013818576194770687,-0.01381857620093269,-0.013145438169653342,-0.025700671979984217,-0.0011210479194478993,-0.01652183384007035,-0.0010108456635715727,-0.01817357501857326
2063,-0.001108467029910449,-0.0023929414015832137,-0.01117869426995876,-0.014135156226000018,-0.014135156229721044,-0.013427893997443012,-0.02653893900608405,-0.0011084670402010269,-0.016169398644812934,-0.0010170353280274478,-0.018370702570356605
2064,-0.0010980185724283505,-0.002314473796332794,-0.011303232022016099,-0.014456581752692366,-0.014456581747778417,-0.013685583959343725,-0.027373011304293555,-0.001098018575299606,-0.01584064343734716,-0.001009490114541686,-0.018548586019438526
2065,-0.0010871355838473122,-0.002221782893204979,-0.011422268010669019,-0.014798570600049585,-0.014798570612946788,-0.013920879014051965,-0.028261958398199387,-0.001087135584005629,-0.01541223971227571,-0.0010384599793728411,-0.01859040320386781
2066,-0.001079847108351326,-0.00213699999215182,-0.011521663252338343,-0.015114743761361507,-0.015114743764657296,-0.014153394807356593,-0.029161917457465502,-0.001079847110123482,-0.01484839669370584,-0.0010601242665052267,-0.01867596254426371
2067,-0.0010825048182632028,-0.002063962936451086,-0.011620928274314407,-0.015418711910094623,-0.015418711922603995,-0.0143639596858549,-0.030074286642311092,-0.0010825048154305243,-0.01435857380987204,-0.0010707463937733343,-0.018706065693384677
2068,-0.0010793128633599075,-0.00200038142953417,-0.011726813904463495,-0.015641417217530436,-0.015641417268073173,-0.014579469112409087,-0.030979649181669552,-0.0010793128643592504,-0.013891516565651869,-0.0010867458144499073,-0.018755877169624145
2069,-0.001086948221604651,-0.001960170032875272,-0.011849631724487083,-0.015861123452234532,-0.015861123489410364,-0.01481170673360771,-0.03192682560474719,-0.0010869482243576515,-0.013544978728709923,-0.001094906274813676,-0.01877147603223289
2070,-0.0011034383494360847,-0.0019101227283946553,-0.011973816832461608,-0.01610984779712258,-0.016109847787669707,-0.015033444074892714,-0.03288027814834752,-0.0011034383699588767,-0.01319193053829483,-0.0011129738084905666,-0.018771572428320803
2071,-0.001106801645534474,-0.0018403800208344045,-0.01209039604902217,-0.016394056472723326,-0.016394056462391747,-0.015281329572813317,-0.03382924987758875,-0.001106801646607085,-0.01276950302279853,-0.0011425472787358164,-0.01871561287427768
2072,-0.001108308891845541,-0.0017939914271412416,-0.012201486354113745,-0.016679000991673472,-0.016679000946411886,-0.015527786161625166,-0.03476385879679874,-0.0011083088913012755,-0.01230154756527972,-0.0011536413691237664,-0.018633206295440522
2073,-0.0011146401136177472,-0.0017597303172879818,-0.012301403588162401,-0.016967915308118923,-0.01696791531273111,-0.015739596551603927,-0.035695975920254676,-0.0011146401186898326,-0.01184145351079675,-0.0011726377808100698,-0.018578556468693958
2074,-0.001120700807149187,-0.0017376490059905615,-0.012442848562541445,-0.017241531648583844,-0.017241531651873896,-0.015940808913114817,-0.036636078897619044,-0.001120700812760058,-0.011299400603131846,-0.0011910600092595119,-0.01844216951935062
2075,-0.0011399316926294656,-0.0017258181915683164,-0.012537226971288822,-0.01753025055323311,-0.017530250541080306,-0.016132509734540255,-0.037594199300039384,-0.0011399317062568246,-0.01103470815090167,-0.0012078839343742367,-0.018274202630567383
2076,-0.0011596654908607744,-0.0016916414159730507,-0.012642684070614488,-0.017786347713315113,-0.01778634768760523,-0.016342559931663354,-0.03861230550756943,-0.0011596654868048539,-0.010614787601471094,-0.001225387869933973,-0.01811768895312738
2077,-0.0011644920906079216,-0.0016659058754734657,-0.012800143608514083,-0.018091784377672424,-0.0180917843622552,-0.016561799257972513,-0.039667133915631154,-0.0011644920925842823,-0.01026838857880637,-0.0012507090963847912,-0.017956719668795827
2078,-0.0011693572872306685,-0.001634130688657002,-0.01293268328411434,-0.018378311432134302,-0.018378311428485592,-0.016786716962715217,-0.04063928515500593,-0.0011693572832323776,-0.009937671587075331,-0.0012646449453919296,-0.017800044776737658
2079,-0.0011817790693127354,-0.0016268848836717448,-0.013017847547461442,-0.018668770033073278,-0.01866877003074411,-0.016980374073954172,-0.04164297276034315,-0.0011817790731900738,-0.009617035740005487,-0.001285095162301233,-0.017650892820253845
2080,-0.0011816642072983374,-0.0016011821764282622,-0.013121253439140954,-0.018966023542592282,-0.018966023539904026,-0.01719551019054748,-0.042643121657022776,-0.0011816642139798217,-0.009253452051062948,-0.0013032688605214377,-0.017500987742034544
2081,-0.0011880961528802643,-0.0015919591202462067,-0.013224961764692001,-0.019241514607429656,-0.019241514599217368,-0.017407365668244495,-0.0434804210406703,-0.001188096156874895,-0.008889779788887301,-0.0013129858266276826,-0.01731262801832936
2082,-0.0011950055488916796,-0.00157464572876233,-0.0133510863972144,-0.01953663033694289,-0.019536630342878624,-0.017590812015948268,-0.04431523846709115,-0.0011950055502392804,-0.008597206833310011,-0.0013450931551824384,-0.01711015387782362
2083,-0.0011969508945980944,-0.0015666283400484714,-0.013417014114404598,-0.019846510834089177,-0.019846510813295342,-0.017798749440649214,-0.045179461630126976,-0.0011969508832041142,-0.008302493934065635,-0.0013577151446050137,-0.016908685614778828
2084,-0.0012119122715420932,-0.0015528088936183706,-0.013529732390299247,-0.020150624623749357,-0.020150624615736065,-0.018028348745688854,-0.0461086948900912,-0.0012119122719041649,-0.00804730199607086,-0.001373362267162503,-0.016699499595230646
2085,-0.0012345919572279,-0.0015530457049005941,-0.013645831764731399,-0.020438831294857348,-0.02043883129357895,-0.018225389403326443,-0.0470733221528183,-0.0012345919627101524,-0.007793194439841917,-0.0013849667920526163,-0.016379434922510823
2086,-0.001246495930839635,-0.0015404942028662283,-0.013766022580537286,-0.02072155897957149,-0.020721558981485033,-0.018437237590562264,-0.04790847114442105,-0.0012464959446297557,-0.0075663720248101765,-0.001398282883206568,-0.016011340194695634
2087,-0.0012648106388256954,-0.0015480309899023972,-0.013822245018464479,-0.021012640016861775,-0.021012640012918977,-0.018610158697394626,-0.04879868667302543,-0.0012648106424787448,-0.007364643894552157,-0.0014262599425980205,-0.015697067677229965
2088,-0.0012757139208813975,-0.0015376625920461868,-0.013927138538162067,-0.02126206274563392,-0.021262062736729672,-0.018820413916298188,-0.04959279188626997,-0.0012757139204078926,-0.00710289750963868,-0.001441197774779637,-0.01539322457237721
2089,-0.0012802183794480867,-0.0015386728860638183,-0.014021193395238206,-0.021518458783437003,-0.02151845877303111,-0.019052450816095034,-0.05034023013155066,-0.0012802183796484135,-0.006919354877071919,-0.0014648554039410346,-0.01515864347500184
2090,-0.0012910858106243098,-0.0015446022007679654,-0.014132248713900775,-0.021767142514151686,-0.021767142505791193,-0.019229864863345675,-0.05115435146249775,-0.0012910858137739933,-0.006776010194405064,-0.0014958751298499197,-0.014961516186068148
2091,-0.001294185253634716,-0.0015458102484234802,-0.014209646054040057,-0.022073864548295328,-0.02207386447495192,-0.01944001433155548,-0.051927483687063174,-0.0012941852540892295,-0.006564951079441583,-0.0015140132109734133,-0.014690363056037705
2092,-0.0013005456691783748,-0.0015446389687143883,-0.014305353905562002,-0.022373962741064894,-0.022373962750064386,-0.019663682023419074,-0.052623552898776856,-0.0013005456693788247,-0.006420392567573057,-0.0015327617894080154,-0.014407433247681057
2093,-0.0013140448446217015,-0.001555054395641893,-0.014373231273888657,-0.022600175357644216,-0.022600175348445762,-0.019914844402744065,-0.05326607820835812,-0.0013140448387205252,-0.006262592150898077,-0.0015483702649146933,-0.014100067640864541
2094,-0.0013197444234661817,-0.0015629887057354733,-0.014471285268441082,-0.022838168860868337,-0.022838168861738613,-0.02011018881019576,-0.05379265273904313,-0.001319744416715444,-0.00607474520046224,-0.0015766304174552595,-0.013862855708494935
2095,-0.0013251722070584397,-0.0015857723711282191,-0.01454374117005975,-0.02316987695519206,-0.023169876972715817,-0.020350282216068993,-0.05437729995496867,-0.001325172213250949,-0.005969869356297348,-0.0015937998140209881,-0.013569359896379713
2096,-0.0013303986021137944,-0.0015848586192301719,-0.014617167363852936,-0.023488038984264565,-0.02348803901485732,-0.020567604908881865,-0.05503089729303295,-0.0013303986048637604,-0.005842647922268873,-0.001614826649393194,-0.013244371748639147
2097,-0.0013399842207066982,-0.0015973562819170106,-0.014684126097960102,-0.023767248468118472,-0.02376724846296761,-0.020779049291820798,-0.05556699331498751,-0.0013399842318758263,-0.005712817925060211,-0.001635393712706169,-0.012873903368389547
2098,-0.0013525099035417952,-0.0016013868058413453,-0.014737023812359019,-0.024063755915724256,-0.024063755932055793,-0.02102600562673346,-0.056236747627027725,-0.0013525099078296526,-0.0056098153527617415,-0.0016483421847577446,-0.012477416538983219
2099,-0.0013640942173075183,-0.0016049946277402896,-0.01482247215250793,-0.024344091466205385,-0.02434409150280476,-0.02127260623507347,-0.05670462374322119,-0.0013640942156855783,-0.005507607037423335,-0.0016628873987918553,-0.012216533059120389
2100,-0.0013729377860583938,-0.0016131414095930214,-0.014897705332933995,-0.024617351366374326,-0.02461735139003545,-0.02146263250562602,-0.05719263292258827,-0.0013729377872219403,-0.0053937760420335375,-0.0016845424642812966,-0.011940588833375263
end_data,,,,,,,,,,,
