2036,-0.006026467019534002,-0.004915768018265999,-0.010015068347375002,-0.015272805512007999,-0.015272805510824002,-0.006070158743266002,-0.011597670348987,-0.012460205286382996,-0.012418077563697002,-0.013118157984657,-0.017664017952414
2037,-0.006764154855727001,-0.005541070851838999,-0.010458883659771,-0.016192621699214996,-0.016192621698507,-0.0066878661231770005,-0.012560631307588999,-0.012823908428107,-0.013420394636117002,-0.013678741898197996,-0.018718888721893007
2038,-0.007716283845035001,-0.006219356076623002,-0.010871779373657003,-0.017198030133673,-0.017198030134227,-0.0075230098858799985,-0.013548000633844995,-0.013064437938563,-0.014426963269431,-0.014244608754162003,-0.019831593278419997
2039,-0.008835740211363002,-0.0068414067823940015,-0.011201861038026999,-0.018243838186116003,-0.018243838183142,-0.008553699003027,-0.014571408501008,-0.013350845390281002,-0.015464193839483005,-0.014686871048244003,-0.020903960370700005
2040,-0.009759265887114,-0.007637091804795999,-0.011553025853630002,-0.019273827675524997,-0.019273827673123994,-0.00983284406047,-0.015615391910873001,-0.013536311482566999,-0.016547976096463995,-0.015170877462251,-0.021987904814038006
2041,-0.010830700810972996,-0.008456991241392,-0.011927436376132,-0.020288399243287007,-0.020288399242683997,-0.011132192203994001,-0.016592897173242,-0.013528833430717,-0.017642268496361996,-0.015726116316923,-0.023091042148550997
2042,-0.011980908046072998,-0.009214385414509998,-0.012148616249630997,-0.02126246225126399,-0.02126246225750599,-0.012530233084230999,-0.017689538512109,-0.013651059809550004,-0.018741093593513995,-0.016203385481854002,-0.024150128301005
2043,-0.013297611831808998,-0.010058562717479999,-0.012498803920999002,-0.022234704934874998,-0.022234704937278006,-0.014357784787398006,-0.018850288529156004,-0.013661100990527,-0.019766844115914,-0.016681541633250002,-0.025151977920923003
2044,-0.014543525894983998,-0.011005596101810004,-0.012818227798065004,-0.023219609247369002,-0.023219609248100993,-0.016177147724371996,-0.020023264923589003,-0.013663414381979,-0.020924180093656007,-0.017275899910301998,-0.026151245239010995
2045,-0.015750680179467,-0.011914454893208998,-0.013210453707328998,-0.024196064011385007,-0.024196064010703004,-0.017585516719506006,-0.021156232839619003,-0.013549972523465001,-0.021578309149341994,-0.017767317516771998,-0.027144406649418
2046,-0.017361782176811003,-0.012953530744061002,-0.013430028484364,-0.025249807548525002,-0.025249807550402,-0.019072063528854002,-0.022310490385082003,-0.013253906436806,-0.022273966736629992,-0.018248397250531997,-0.02818918935228301
2047,-0.01862024039561,-0.014076281434424,-0.013658433812107,-0.026298771625318997,-0.026298771631699996,-0.020843688294561,-0.023422842586481994,-0.012840901231846998,-0.022549640854061997,-0.01880336128738,-0.029176993564651005
2048,-0.019803856334636,-0.015145226430001997,-0.013903336777595997,-0.027291608763017006,-0.027291608768554992,-0.02254886404912,-0.024660912444258,-0.012260616057392,-0.023028482584931995,-0.019347896777053,-0.030027828946232002
2049,-0.021134158167161,-0.016190438752548005,-0.014078446054250997,-0.028380448411271006,-0.028380448417248003,-0.024004723902160005,-0.025883285550039,-0.011742130787751,-0.023001023694066994,-0.01990556385022,-0.030895073876915008
2050,-0.022226537815104003,-0.017196637161666,-0.01414964627853,-0.029368265563244997,-0.029368265601257992,-0.025300527162517003,-0.027129148325980998,-0.011320075584062998,-0.022815673400516004,-0.020470153922695,-0.031768165307392
2051,-0.023260451496284994,-0.018459542913573997,-0.014174774069684,-0.030411603552954997,-0.030411603556380992,-0.026885766840085007,-0.028335105662186,-0.011011179751783999,-0.022401115110434,-0.020961451073608993,-0.032604386736778
2052,-0.024439350306682997,-0.019441590977513003,-0.014189600068819998,-0.03139680647333201,-0.031396806470847,-0.028651084839732,-0.029521551154770995,-0.010862334091977,-0.021536956772240996,-0.021460722237329005,-0.033467901833517
2053,-0.025612965495294,-0.020571751989848994,-0.014285264067149,-0.032347241417421,-0.03234724140402899,-0.03018421384454699,-0.030642363661245994,-0.010748951580838998,-0.020971731019066006,-0.021982144469240995,-0.034239763664664996
2054,-0.027015112305946998,-0.021601085532725994,-0.014237432283710001,-0.03331123800202099,-0.033311237978369004,-0.031492757946588,-0.031630405354747995,-0.010502646372513,-0.019977408901266997,-0.022468060269284003,-0.035013001255883996
2055,-0.028236898280208006,-0.022547950231030005,-0.014218708381381003,-0.03425113819983401,-0.034251138177413,-0.03279577957775,-0.032780899165509,-0.010297251049106,-0.018660635272746,-0.02302788074056101,-0.035757064552133996
2056,-0.029553631923606993,-0.023592044594060994,-0.014117489185700001,-0.03518563780366801,-0.035185637801239,-0.034243097043151,-0.033827396179896996,-0.010283798949287,-0.017209848854513998,-0.023555501423683997,-0.03647447123965901
2057,-0.030674406097120008,-0.024438877928665004,-0.014061126250804003,-0.036157404288196,-0.03615740429846201,-0.03534292073122501,-0.034774417523131,-0.010282847108084,-0.015877336989235998,-0.02404274477565,-0.037200787059865
2058,-0.031870598757880994,-0.025227470740897998,-0.014178344782371996,-0.03710156890623301,-0.037101568919142,-0.03699439473815101,-0.03579637266878699,-0.010414552260095,-0.014802584400861,-0.024519593692969993,-0.03785819923304201
2059,-0.033075025554513,-0.026221120859154998,-0.014150422467564,-0.038082727021107,-0.038082727037517,-0.03840055614158101,-0.036799171038149,-0.010380507332598,-0.013864829185120999,-0.024990564984113,-0.038476902775302996
2060,-0.034245210066725,-0.027270939238072,-0.013944772716882003,-0.038978695468754,-0.03897869548087601,-0.039346344024715985,-0.03770064788583399,-0.010480132992699,-0.013015383699339,-0.025485065350994998,-0.03909940529012
2061,-0.03544068629842401,-0.028036256163954998,-0.013966427582626,-0.039923528905682,-0.03992352891225902,-0.040189595129659014,-0.03867883397370299,-0.01075749504292,-0.012569979332524,-0.025910160089613,-0.03973563940415899
2062,-0.03658415933862599,-0.02901810598874799,-0.013982559692622003,-0.04081316220255099,-0.040813162214957996,-0.041256118996611996,-0.03945933272730601,-0.011102925779347,-0.012692560814193,-0.026414650890036008,-0.040275300124994
2063,-0.037751621084556,-0.030048619573697005,-0.013978830350672999,-0.041733535266657004,-0.041733535282594006,-0.04217392271784401,-0.04029479063147501,-0.011529642540499862,-0.013614065560454,-0.026810310426081993,-0.040887951096242006
2064,-0.038663717242824996,-0.030986535688415,-0.013782849136609997,-0.042670679070425,-0.04267067908366101,-0.042901212495428,-0.04102407259475699,-0.012054150859308001,-0.014572510243423,-0.027288322315654,-0.041492118921475016
2065,-0.039533863125781,-0.031960186104996,-0.013669480031388,-0.04364046174097701,-0.043640461754291995,-0.04378003263364799,-0.041685517335597,-0.012530962250012,-0.016195697919283998,-0.027614095116767996,-0.04201967152944899
2066,-0.04040043949753899,-0.03323839672234699,-0.013434514934577,-0.04454282103036,-0.044542821046642006,-0.04453593113564,-0.04231777820563401,-0.013150103959572999,-0.017976556859203997,-0.028118734119207005,-0.04254118362687902
2067,-0.041490680914054986,-0.03399857084431601,-0.013189299725822999,-0.04547858115406499,-0.045478581164675014,-0.04520047477654701,-0.042880500012031,-0.013487307097070002,-0.019820260505067,-0.028585065274312003,-0.043054161351767
2068,-0.04247775186568599,-0.035026306749318004,-0.013134582358724,-0.04643685717294202,-0.046436857193817,-0.04588670190000299,-0.043375809808625015,-0.013866622581650999,-0.022016965087064,-0.02907115539809299,-0.043612399368527996
2069,-0.043342474394637995,-0.035877528090056995,-0.013412534201856998,-0.04738211199834398,-0.047382112006814,-0.046576489568786,-0.04385280746662501,-0.014063177943011998,-0.023886717421725996,-0.029480919292549992,-0.04415967951966
2070,-0.044475737683583996,-0.03686580365629501,-0.013590965519189,-0.048305647068001986,-0.04830564707532001,-0.047317349493156996,-0.044306913408086,-0.014407976671617001,-0.026104185247553993,-0.02989811643741501,-0.044602078243086
2071,-0.04529553354254301,-0.037870248411413995,-0.013763555176777,-0.049191351879339,-0.049191351868959995,-0.047939226168546,-0.044705561160362006,-0.014846334924235,-0.028664402525508004,-0.030319234319131,-0.044962810785718996
2072,-0.04601493304486298,-0.038750626811331,-0.013765405851584,-0.050172403086801015,-0.05017240310309601,-0.048425061115608015,-0.045156502216332994,-0.015257102137445001,-0.031060620173656003,-0.030758070794851003,-0.045379133488334986
2073,-0.04695293314803302,-0.03973129147868301,-0.013865607286807,-0.051135284674615006,-0.051135284664355005,-0.048865258888315,-0.045593310141350984,-0.015670224927397003,-0.033298733579259,-0.03116328525862,-0.04584145514195599
2074,-0.04756870880757,-0.040638345146984986,-0.013959813544553001,-0.052114355626258005,-0.052114355626576986,-0.049289986928518006,-0.04593377171912301,-0.015856478810536,-0.03559774861968901,-0.03149097772484599,-0.046247343940967994
2075,-0.048295630760471,-0.041459268263590004,-0.014116252362356998,-0.05305371146915701,-0.053053711464534,-0.049691351430163,-0.04622759595683999,-0.01619232976932,-0.03789886728059701,-0.031847443236724005,-0.046502057064237004
2076,-0.049152634297803005,-0.04226804477257001,-0.014220720791965001,-0.053989856637759,-0.053989856637848,-0.05001039224366699,-0.046538207817777996,-0.016507600066847997,-0.039833671601135004,-0.032279843887507,-0.04672583173823901
2077,-0.050038704160423,-0.043061565278978,-0.014264985381317999,-0.054922893303571016,-0.054922893306202994,-0.050561717637297984,-0.046773977161419,-0.016758808866071,-0.04180352578853301,-0.032564113862958,-0.04724304553313101
2078,-0.050752893174131994,-0.043918890477253,-0.014532439811792738,-0.05589049893106601,-0.05589049892731801,-0.050946137875051006,-0.04683685537813201,-0.016965186769275997,-0.043049066548913995,-0.032806360935181994,-0.04759692190300699
2079,-0.05136694688150199,-0.04490783125304701,-0.014770094067024,-0.05690704537723501,-0.05690704538046998,-0.051331107409428006,-0.047053365988782986,-0.017366756715778,-0.044859941106958,-0.03329162473031701,-0.047851732034542016
2080,-0.05204749540565601,-0.04602027941928702,-0.015033040374997999,-0.057779519919718,-0.057779519923632006,-0.051781987351149986,-0.04723368678473101,-0.017678378652664,-0.04645212219829499,-0.033600254161823995,-0.04807610094777999
2081,-0.052774842027498006,-0.04706284667136401,-0.015370205778979,-0.05874871655661798,-0.058748716546171004,-0.05200235063742699,-0.04734424711881499,-0.018022427966683997,-0.04817014330832499,-0.033865308912264996,-0.048376374108256986
2082,-0.053573994089682,-0.04800303784992399,-0.015625857849862,-0.05951248188859201,-0.059512481899780006,-0.052197009022917004,-0.04738487643943301,-0.018289402148072002,-0.04979030891551699,-0.034152117970489004,-0.048503455577026997
2083,-0.054202122356571014,-0.049002356984402015,-0.016088765514687,-0.060394366869940014,-0.060394366875128,-0.05238057527807001,-0.047434617580850005,-0.018539082479789,-0.051305551844987016,-0.034500871787231005,-0.04859978717465799
2084,-0.05477613797555399,-0.049968952439428005,-0.016433637539143,-0.061270521114453,-0.06127052110005199,-0.052444449200204996,-0.04745981320796601,-0.018815895552182,-0.05326883760229599,-0.034872719594229995,-0.048926026109416015
2085,-0.055466253260019,-0.050828078298694,-0.016764247169114,-0.06212513321525301,-0.062125133201111016,-0.05260712780572299,-0.047555174110956,-0.01904959375614,-0.054696235212347,-0.035204542126071006,-0.049139907244251005
2086,-0.056183467489796995,-0.051748458494593016,-0.017166832565896,-0.06298102425368601,-0.06298102422717,-0.05264752410783001,-0.04737080217433799,-0.019296667004371,-0.05617978927155,-0.035500390315234,-0.04917848325080601
2087,-0.05692129644303699,-0.052535775899282,-0.017599301381563,-0.06378571235948602,-0.06378571235966102,-0.052684048653399,-0.04705606621526501,-0.019485719483274,-0.05725328041347201,-0.035794152844804,-0.04928212559632099
2088,-0.05761197874158999,-0.05313434718171199,-0.017905160231752003,-0.06461370916961401,-0.064613709196675,-0.052752145628672004,-0.046882224675211,-0.019682567178155,-0.05884557997876702,-0.036062504563234996,-0.04932971242607101
2089,-0.058268598056880005,-0.053916547069412,-0.01818996531878,-0.06553763380798,-0.06553763380570998,-0.05283283711011301,-0.046473890059686995,-0.019904680201868,-0.05998940958851798,-0.036237076150135994,-0.04944575885816001
2090,-0.058921146624697995,-0.05479040057744598,-0.018576106098283002,-0.066378645954939,-0.06637864597208701,-0.052887721693246,-0.04624011761167102,-0.020090914686073998,-0.060902060104122024,-0.03649677930003399,-0.04942086679818701
2091,-0.059608801613584006,-0.055683445490641,-0.018833144416979,-0.06721858753785001,-0.067218587557271,-0.05290175935227498,-0.046016118514012994,-0.020324936207061002,-0.061681323998200005,-0.036665288501537,-0.049595849185466015
2092,-0.06021612900071799,-0.05655859860387799,-0.019266120771664,-0.06804989593490202,-0.06804989595550798,-0.052927303609582005,-0.04581749930775299,-0.02056138745953,-0.063034524262577,-0.036759803299658,-0.04993081030439399
2093,-0.06085834128255402,-0.057425261398327,-0.019452208415211,-0.06886095377201099,-0.06886095377947601,-0.05289877347957199,-0.045700458003889,-0.020766151915212,-0.064314337815216,-0.036780913006339,-0.049934735490584
2094,-0.061448491995230003,-0.058270544518643,-0.019725841991465,-0.06965511451051598,-0.069655114489972,-0.05284503535587301,-0.04575416077649401,-0.020951083181972,-0.06518685807593,-0.036886009464891,-0.05009924082300199
2095,-0.062124071609966,-0.059091948800141014,-0.020064689526771998,-0.07023811118238801,-0.0702381111458,-0.05272642504318201,-0.045639572541744,-0.021123210528624002,-0.065849847520242,-0.036917326232558,-0.05024830494520402
2096,-0.06273091551945198,-0.059731012137668016,-0.020394267201907,-0.07110159385687301,-0.07110159383773401,-0.05268571718465198,-0.04520354518885901,-0.021256111249555003,-0.06625417947999102,-0.036951744122892,-0.050326616904251
2097,-0.063362299014675,-0.060223344631834014,-0.020571539491593,-0.07197160564598198,-0.07197160565965999,-0.052650252454560995,-0.044837358096738,-0.021411954787148003,-0.067089472219548,-0.036900051691497,-0.050317025048284
2098,-0.06399997261232901,-0.06078450463753801,-0.020926496686034,-0.072664133795276,-0.072664133790589,-0.05257771334846702,-0.044698476277775,-0.0215998033135,-0.067764064264456,-0.037078562877317006,-0.050391270900949
2099,-0.06460189731723098,-0.06135763516701001,-0.021317682489392,-0.07344953425662398,-0.073449534274896,-0.052427607669894,-0.044314878649302,-0.021764457610907,-0.068045158019204,-0.037273066848471995,-0.05080324492793499
2100,-0.06514850315958198,-0.06203149497360999,-0.02168120768258,-0.074253278296534,-0.07425327830276499,-0.052394353200775,-0.04425583581142402,-0.021883680457765,-0.068919578061056,-0.037252360825831,-0.05090163938323
end_data,,,,,,,,,,,
