2046,0.06483694738716722,0.08307766002132888,-0.06291739096256826,0.03117830747670458,0.031072781785912718,-0.02809934401567077,-0.0850453685711719,0.053671828781940156,-0.05224087970973196,0.015862707083161898,0.04668746267193985
2047,0.06671471957326391,0.0859759948761768,-0.06492630224618123,0.03187280611345239,0.03190637663851592,-0.029887386161372986,-0.0872796369745823,0.0562914559423377,-0.05561663870665104,0.015644785151867513,0.045128150398374756
2048,0.06849238288774323,0.08882402487331786,-0.06695622520515554,0.03252364371849453,0.0326700249889304,-0.03163679218925031,-0.08950613697659679,0.058834666907795985,-0.05894888612232585,0.015315576426286504,0.04269769366455317
2049,0.07017525218002935,0.09162527894620831,-0.06900548355696737,0.033131086779399965,0.033370396017813664,-0.033360055582355275,-0.09172959578307488,0.06130598576182861,-0.0622320998941229,0.014877314288735927,0.03942517156295311
2050,0.07178523617104693,0.09439977037017055,-0.07105603633210064,0.03371351311957893,0.03403009775924254,-0.03505585428965499,-0.09393608747402415,0.06372615202274079,-0.06544670185936163,0.014350425695748653,0.03536358089884878
2051,0.07335160514813949,0.09717417747882112,-0.07308287149168785,0.03429684991218229,0.03467764953513658,-0.03671811300016353,-0.09610442604191627,0.0661226069590562,-0.0685678312511312,0.013763093788853042,0.030576193750331437
2052,0.07488669571985823,0.09987413027341563,-0.07492151493576435,0.03497949717243798,0.035757118369090735,-0.038174586680410544,-0.09802744548306752,0.06872531775789431,-0.07115643563636684,0.013138899112450475,0.025400549771517122
2053,0.0763906592432495,0.10251996725315005,-0.0766092503792693,0.035740928614521716,0.03717064024198763,-0.03947162329744652,-0.09975219608676045,0.07146184917531812,-0.07331177141186515,0.012481306487523436,0.019896903167903768
2054,0.07785996229946635,0.10512530987547003,-0.07817530659618,0.036560887620697646,0.0388405263007352,-0.04064644580991625,-0.10131128723465749,0.0742522562736539,-0.07511072603097946,0.011789373986888951,0.014192474531465549
2055,0.07928889080082985,0.10769827551110939,-0.07964532780923306,0.03741923807750286,0.040704559414399266,-0.04173426321902504,-0.10273410708811379,0.0770362156386189,-0.07661871733787712,0.01105706381193669,0.008375125237132602
2056,0.0806638804858536,0.11023687376945762,-0.08104842341787646,0.038291364735068945,0.04270668203881173,-0.042768965489873884,-0.10405319871580249,0.07976141980877133,-0.07789682799394951,0.01027053237002995,0.0024974706480870856
2057,0.08196935411158413,0.11273246743746845,-0.08241414263001676,0.039152352455275374,0.044796972044817474,-0.043778712595237024,-0.1053015512846884,0.08238427029609552,-0.079000111161872,0.009412879163919502,-0.003410875920450862
2058,0.08319676328222714,0.1151811885519049,-0.08376230513615143,0.039985499468969676,0.04693991087255944,-0.044777107836411534,-0.10650184009857178,0.0848773235401894,-0.07996945182986107,0.008474499950110348,-0.009327083699304961
2059,0.08436022847268315,0.11760011909770635,-0.08508834304461116,0.040798783722243714,0.049128553425351884,-0.04576891801226929,-0.10765213723743897,0.08724195764079001,-0.0808167633722767,0.007468569882699061,-0.015216524953523436
2060,0.0854676394977712,0.11999751883233722,-0.08639301645828235,0.04159460317298774,0.05135311598590453,-0.046758621661206645,-0.10875584048363218,0.08947777008415903,-0.08155669359632226,0.006402319589228961,-0.021058733291400428
2061,0.0865254495066814,0.12238062572054259,-0.08767707792265875,0.042375138819569114,0.05360687284430893,-0.04774365831022198,-0.10981591329898421,0.09158618157732473,-0.08220113843158788,0.005281624364264409,-0.026839492232031636
2062,0.08757146265605537,0.1247765583487046,-0.08892406964833782,0.04326095624255594,0.05589631817987878,-0.04861196175081384,-0.1107701358171131,0.09341954809709813,-0.08274782347925519,0.004120986127399556,-0.032483678001134886
2063,0.08860502835705575,0.1271905342800882,-0.09013234363041014,0.04423225937430114,0.05822165185980732,-0.04938933975312865,-0.11163059331300543,0.09502482203221407,-0.08320592134490085,0.0029366852273597366,-0.03796662202534798
2064,0.08961741212164981,0.1296211855023211,-0.09130764371721145,0.045267484977406514,0.06057745238907353,-0.05009984946821475,-0.11241166623735414,0.09643410899482746,-0.08359219629622655,0.0017420905162930378,-0.04325261989613713
2065,0.09059564882310966,0.1320613216509156,-0.09246147046719971,0.04634312090323167,0.06295354873922238,-0.05076459078116499,-0.11313142054776973,0.09766698100289012,-0.0839255444727634,0.0005400597355538772,-0.0483254425214259
2066,0.09153009049595157,0.1345041659248853,-0.09360311723439735,0.04744025652541933,0.06534081355941579,-0.05140168677819129,-0.11380413240297507,0.09873994414689785,-0.08422156375432971,-0.0006682572985109714,-0.05317930569282772
2067,0.09241032132163257,0.13694099497762297,-0.09474408884090829,0.04854151876477686,0.06772877505210939,-0.052030916115786974,-0.11444523861773911,0.09966239715388575,-0.08449589189256385,-0.001886590956279549,-0.0578193568145787
2068,0.0932188463813311,0.13935446954105546,-0.09590380737523452,0.049623023146779466,0.0700985668551683,-0.05266865999520856,-0.11507749903743482,0.10043214002887563,-0.08477084929309023,-0.003129033923205571,-0.06226557474389599
2069,0.09395109445868166,0.14173879991182864,-0.09708889098470785,0.05067498768724776,0.0724433386393118,-0.053321080573571766,-0.11571037227342411,0.10105670499664438,-0.08505558275579944,-0.004398694590397989,-0.06652912159943203
2070,0.09461500326444688,0.1441008251568081,-0.0982939012679131,0.051700765920313085,0.074769126579808,-0.053984348480243693,-0.11634064941006311,0.10155317146426812,-0.08534705485314997,-0.005687203515911232,-0.0706118972691849
2071,0.09522969065190778,0.14645696398718783,-0.09950265992705537,0.05271554890740765,0.07709165863901501,-0.05464974220264249,-0.11695406860639583,0.1019473967802641,-0.08563078800364357,-0.006976943167025268,-0.07450670157867656
2072,0.09571812622529735,0.14882419645986045,-0.10073598299388148,0.0536279571780553,0.07942938451151343,-0.055213000406903245,-0.11754663370153179,0.10220220525426327,-0.08588964200888738,-0.00819626240381821,-0.07803943258820578
2073,0.09611160598584839,0.15121293151804327,-0.10197521088697445,0.05447051679907916,0.08179208628519835,-0.05569368764008828,-0.11810951955252244,0.10233648260283029,-0.08610876120676811,-0.009347981322016669,-0.08124772817691761
2074,0.09641915089375525,0.1536201513267363,-0.10321887938953228,0.05525248521508941,0.08417618713746183,-0.05611151393025496,-0.1186493613047423,0.10234588934792677,-0.08628304816215995,-0.010446997811851627,-0.08417149776597632
2075,0.09664691743335224,0.15604147902344345,-0.10446789156464792,0.05597947322440289,0.08657673653558279,-0.05648182470408353,-0.11917244081439979,0.1022289438891868,-0.0864117171031647,-0.011509194377550908,-0.08684762899039358
2076,0.09680307763238388,0.1584754581945786,-0.10572005605813445,0.05665864114920793,0.0889918747817271,-0.056817611559025344,-0.11968167276952044,0.10198997502049861,-0.08649298676537487,-0.012544305592171429,-0.08930493411459436
2077,0.09688958815530291,0.1609165266415788,-0.10697811724138731,0.057291345770187074,0.09141577879959945,-0.057130380144536586,-0.12018322396178127,0.1016299417400105,-0.08653194603077077,-0.013565222750929556,-0.09157263417466083
2078,0.09691065478703292,0.16336098218982398,-0.10824397789683218,0.057880075514414986,0.09384457616329034,-0.0574312114524303,-0.120681642559206,0.10115230879042575,-0.08653178041974657,-0.0145798543749531,-0.09367499320846148
2079,0.09686336862188222,0.16579996111680767,-0.10952438282700314,0.058421093449027406,0.09626918072219204,-0.05773274055210054,-0.1211856229875522,0.10055541518643685,-0.08650221327387747,-0.015600600823946126,-0.09563802969176638
2080,0.09674236977257478,0.1682219891195187,-0.11082900543729521,0.05890765274122328,0.09867798296111652,-0.058045443551499376,-0.12170679159805209,0.09983554183849869,-0.08645576808679481,-0.016640829607415975,-0.09748821662934704
2081,0.09654729679425522,0.17062163881340148,-0.11216182948940909,0.059338372753544644,0.10106542308132838,-0.058374045893311355,-0.12225059137477418,0.09899422379770878,-0.08639949299820027,-0.01770780112488385,-0.09924393167104961
2082,0.09634959392926568,0.17305861958701058,-0.11345332918911646,0.059545776548545426,0.10344782812267816,-0.058643651764387544,-0.1227948101116252,0.09787939518884675,-0.08631846786836977,-0.01880567591562851,-0.10077231614177476
2083,0.09614599064594403,0.17552605708780367,-0.1147009597426119,0.05957868590358384,0.10582927551678051,-0.0588666092749969,-0.12333201091107565,0.09653953741502225,-0.08621005738563697,-0.019923245634747982,-0.10211086721411058
2084,0.09593291641317642,0.17801653201095874,-0.11589566621347974,0.059469242588856275,0.10821050765174539,-0.05904936366313279,-0.12385594070040515,0.095003845506128,-0.08607528422576097,-0.021048523876854575,-0.10329025316336321
2085,0.09571501281197897,0.18053020229136502,-0.11702596563506681,0.059249620293305716,0.11059770397684093,-0.05919729821027306,-0.12435507185505269,0.09330356781279592,-0.08590865084363647,-0.02216233847659055,-0.10432848086599034
2086,0.09548807540155185,0.1830590823930639,-0.11809302623943044,0.058937321979107116,0.11298736506644219,-0.059314086625139956,-0.124829888127206,0.09145658966947517,-0.08571511003514681,-0.023258523176919677,-0.1052484693076732
2087,0.09525814583352576,0.18560513819671803,-0.11909067653500702,0.05855414657449731,0.11538478000520674,-0.059403144936071406,-0.12527272733767128,0.08948623010110007,-0.08549018801574162,-0.02432461105714806,-0.1060608273181246
2088,0.09502015325765711,0.18816053449040937,-0.12002464007092338,0.05810875764000717,0.11778453345195644,-0.059473162931733436,-0.12568751285695645,0.08740281007355594,-0.08523983621250986,-0.025360785798280355,-0.10678309095773392
2089,0.09476374886550126,0.1907129309993741,-0.12090713298629367,0.05760041256846549,0.12017613590241971,-0.05953358723977287,-0.1260848367034931,0.08520865822356516,-0.08497639591664544,-0.02637557606103874,-0.10743655355547815
2090,0.09448198449370954,0.1932529370116543,-0.12174809650066903,0.05703017041340114,0.12255159829855455,-0.05959479553213978,-0.1264726008728678,0.08290719330427082,-0.08470860509029488,-0.027374670271144735,-0.1080383592213067
2091,0.09416233377455291,0.19576652485471335,-0.12256289084702818,0.05639204069473658,0.1248980175965912,-0.059668777173959686,-0.12686385702749853,0.08049483278019359,-0.08445033911566249,-0.028370966908970563,-0.10860685087766284
2092,0.09383746750971789,0.19823833386735162,-0.12336049017618429,0.05572902652214495,0.12719600321342356,-0.05969907396622612,-0.12726889772776045,0.07792490684501574,-0.08422206404292554,-0.029317163006847752,-0.10912472897831857
2093,0.0935015710673705,0.2006665298208769,-0.12414600990970809,0.05503442065722547,0.12944649960022214,-0.05970468324612746,-0.12768857195750935,0.07522475824963332,-0.08402163071782162,-0.030226092329796617,-0.10960235620051206
2094,0.09314853602792955,0.20304849871899627,-0.12492629045905199,0.05430219644723361,0.13164867781460243,-0.05969117193048962,-0.1281249400854393,0.07242395676790536,-0.08384797536010746,-0.031110693879565943,-0.11004919906439678
2095,0.09279927599420495,0.20540949507012723,-0.12568155286840682,0.053553525769862054,0.13382883070044987,-0.05965198956540366,-0.12855349856699594,0.06957040532447573,-0.08367341478434867,-0.03195508860812418,-0.11044861090753166
2096,0.09247060104271115,0.20776964452726238,-0.1263960652293522,0.05280607201337201,0.13600781914538906,-0.059583782549865766,-0.128955213232519,0.06670144457490779,-0.08347661864444694,-0.03274731068384046,-0.11078765220123893
2097,0.09216617892500378,0.21013662229406743,-0.1270674981587968,0.052064536555235075,0.13819365668990763,-0.05948694467871324,-0.12932460912992122,0.06383534769138827,-0.08325046211782672,-0.0334874157241517,-0.1110661914462692
2098,0.09188732880364542,0.21251371464713437,-0.1276954767558515,0.05133134259587829,0.14038993476578931,-0.0593662634404305,-0.12965814424907435,0.060984771068067545,-0.08299145967841565,-0.03417745412555123,-0.1112865841024615
2099,0.09162393595083079,0.2148935550122148,-0.12829143774134225,0.050598124996284743,0.14258938917586622,-0.059229176321860894,-0.12996232377103709,0.05814720092223585,-0.08270786357576482,-0.034829985257251644,-0.11146196077736184
2100,0.09136957769623621,0.21727090745536193,-0.12886312589595228,0.049858549230624716,0.14478681738317473,-0.05908507030123794,-0.13024197228192141,0.055320909852414446,-0.08240588599078702,-0.03545457933400023,-0.11160224890282494
end_data,,,,,,,,,,,
